Commodity,APMC,Year,Month,min_price,max_price,APMC_commodity,fluct_price
beet root,chandrapur-ganjwad,2015,February,600,800,chandrapur-ganjwad+beet root,200
beet root,jalgaon,2014,September,1500,2250,jalgaon+beet root,750
beet root,jalgaon,2015,October,1200,1600,jalgaon+beet root,400
beet root,junnar-otur,2015,July,100,1500,junnar-otur+beet root,1400
beet root,junnar-otur,2016,September,845,2359,junnar-otur+beet root,1607
beet root,kamthi,2014,October,2143,4000,kamthi+beet root,2000
beet root,kamthi,2015,May,1675,3500,kamthi+beet root,1825
beet root,kamthi,2016,September,2017,3167,kamthi+beet root,1600
beet root,kolhapur,2015,September,1750,2375,kolhapur+beet root,1500
beet root,kolhapur,2016,September,1813,3417,kolhapur+beet root,1709
beet root,manchar,2014,November,200,3550,manchar+beet root,3350
beet root,manchar,2015,September,1300,1786,manchar+beet root,575
beet root,manchar,2016,September,1343,2464,manchar+beet root,1800
beet root,mumbai,2015,October,950,1300,mumbai+beet root,400
beet root,mumbai,2016,September,800,1000,mumbai+beet root,300
beet root,nagpur,2014,September,1285,1504,nagpur+beet root,219
beet root,nagpur,2015,September,1021,1300,nagpur+beet root,439
beet root,nagpur,2016,September,1417,1861,nagpur+beet root,444
beet root,osmanabad,2015,January,1000,3000,osmanabad+beet root,2000
beet root,osmanabad,2016,January,1000,1350,osmanabad+beet root,400
beet root,pune,2014,September,665,1420,pune+beet root,755
beet root,pune,2015,September,610,1565,pune+beet root,1100
beet root,pune,2016,September,967,2052,pune+beet root,1204
beet root,pune-manjri,2015,November,0,3000,pune-manjri+beet root,3000
beet root,pune-manjri,2016,October,600,3000,pune-manjri+beet root,3000
beet root,pune-moshi,2016,September,1478,1611,pune-moshi+beet root,284
beet root,pune-pimpri,2014,September,2350,2350,pune-pimpri+beet root,43
beet root,pune-pimpri,2015,September,1930,2200,pune-pimpri+beet root,270
beet root,pune-pimpri,2016,September,2564,2564,pune-pimpri+beet root,207
beet root,rahata,2015,March,1800,1800,rahata+beet root,200
beet root,rahata,2016,September,2500,2500,rahata+beet root,278
betelnuts,alibag,2016,May,1500,2500,alibag+betelnuts,1000
betelnuts,mumbai,2015,September,28909,32300,mumbai+betelnuts,4000
betelnuts,mumbai,2016,September,30167,32000,mumbai+betelnuts,4000
bhagar/vari,akole,2015,January,2700,3000,akole+bhagar/vari,300
bhagar/vari,dhadgaon,2016,September,1600,1775,dhadgaon+bhagar/vari,200
bhagar/vari,gevrai,2015,October,2354,2400,gevrai+bhagar/vari,46
bhagar/vari,kej,2016,September,2301,2301,kej+bhagar/vari,335
bhagar/vari,shahapur,2015,November,2800,3000,shahapur+bhagar/vari,244
bitter gourd,ahmednagar,2015,September,1875,3833,ahmednagar+bitter gourd,2500
bitter gourd,ahmednagar,2016,September,5000,6333,ahmednagar+bitter gourd,3121
bitter gourd,akluj,2014,September,2818,3800,akluj+bitter gourd,1345
bitter gourd,akluj,2015,September,2628,3472,akluj+bitter gourd,1395
bitter gourd,akluj,2016,September,3218,5441,akluj+bitter gourd,2223
bitter gourd,amarawati,2015,September,2800,3050,amarawati+bitter gourd,250
bitter gourd,amarawati,2016,September,3827,4236,amarawati+bitter gourd,409
bitter gourd,amarawati-fruit and vegetables,2016,September,3963,4379,amarawati-fruit and vegetables+bitter gourd,500
bitter gourd,aurangabad,2014,September,2605,3280,aurangabad+bitter gourd,675
bitter gourd,aurangabad,2015,September,3250,3900,aurangabad+bitter gourd,839
bitter gourd,aurangabad,2016,September,3313,4313,aurangabad+bitter gourd,1014
bitter gourd,barshi,2015,March,300,500,barshi+bitter gourd,200
bitter gourd,barshi,2016,September,1985,3156,barshi+bitter gourd,1171
bitter gourd,chalisgaon,2016,July,2490,3950,chalisgaon+bitter gourd,1460
bitter gourd,chandrapur,2015,June,800,1200,chandrapur+bitter gourd,400
bitter gourd,chandrapur-ganjwad,2014,September,1500,2000,chandrapur-ganjwad+bitter gourd,618
bitter gourd,chandrapur-ganjwad,2015,September,1400,2100,chandrapur-ganjwad+bitter gourd,800
bitter gourd,chandrapur-ganjwad,2016,September,2275,3667,chandrapur-ganjwad+bitter gourd,1500
bitter gourd,chandvad,2016,November,817,1414,chandvad+bitter gourd,597
bitter gourd,dhule,2016,January,3000,3500,dhule+bitter gourd,500
bitter gourd,ghoti,2014,September,2834,3026,ghoti+bitter gourd,255
bitter gourd,ghoti,2015,November,3000,3077,ghoti+bitter gourd,525
bitter gourd,ghoti,2016,October,2840,3240,ghoti+bitter gourd,700
bitter gourd,islampur,2016,September,400,540,islampur+bitter gourd,140
bitter gourd,jalgaon,2014,September,2900,3788,jalgaon+bitter gourd,1294
bitter gourd,jalgaon,2015,September,3250,4412,jalgaon+bitter gourd,1430
bitter gourd,jalgaon,2016,September,3587,4939,jalgaon+bitter gourd,1522
bitter gourd,junnar-otur,2015,July,100,2000,junnar-otur+bitter gourd,1900
bitter gourd,junnar-otur,2016,May,2000,6500,junnar-otur+bitter gourd,4500
bitter gourd,kalmeshwar,2015,September,2744,3020,kalmeshwar+bitter gourd,300
bitter gourd,kalyan,2014,October,3200,3600,kalyan+bitter gourd,400
bitter gourd,kalyan,2015,September,3820,4280,kalyan+bitter gourd,500
bitter gourd,kalyan,2016,September,4583,5117,kalyan+bitter gourd,725
bitter gourd,kamthi,2014,September,3320,5000,kamthi+bitter gourd,2200
bitter gourd,kamthi,2015,September,3048,5571,kamthi+bitter gourd,3070
bitter gourd,kamthi,2016,September,2520,4885,kamthi+bitter gourd,2862
bitter gourd,karad,2014,September,2500,2986,karad+bitter gourd,563
bitter gourd,karad,2015,September,3000,3750,karad+bitter gourd,782
bitter gourd,karad,2016,September,4029,4695,karad+bitter gourd,666
bitter gourd,khed (shel pimpalgaon),2014,September,1583,1583,khed (shel pimpalgaon)+bitter gourd,200
bitter gourd,khed-chakan,2015,December,2887,3405,khed-chakan+bitter gourd,518
bitter gourd,khed-chakan,2016,September,4500,5644,khed-chakan+bitter gourd,1144
bitter gourd,kolhapur,2015,September,1800,3412,kolhapur+bitter gourd,2000
bitter gourd,kolhapur,2016,September,2900,5788,kolhapur+bitter gourd,3227
bitter gourd,kolhapur-malkapur,2016,July,610,2150,kolhapur-malkapur+bitter gourd,1540
bitter gourd,manchar,2014,November,1400,2067,manchar+bitter gourd,667
bitter gourd,manchar,2015,September,2900,2900,manchar+bitter gourd,700
bitter gourd,manchar,2016,September,4800,5940,manchar+bitter gourd,1560
bitter gourd,mangalwedha,2014,September,2112,3468,mangalwedha+bitter gourd,1868
bitter gourd,mangalwedha,2015,September,4000,4967,mangalwedha+bitter gourd,2274
bitter gourd,mangalwedha,2016,September,5038,6305,mangalwedha+bitter gourd,3220
bitter gourd,mumbai,2014,September,3193,3630,mumbai+bitter gourd,616
bitter gourd,mumbai,2015,September,3563,4043,mumbai+bitter gourd,591
bitter gourd,mumbai,2016,September,3196,3752,mumbai+bitter gourd,721
bitter gourd,murbad,2014,September,3244,3431,murbad+bitter gourd,340
bitter gourd,murbad,2015,September,4369,4588,murbad+bitter gourd,291
bitter gourd,murbad,2016,September,5250,5968,murbad+bitter gourd,977
bitter gourd,nagpur,2014,September,2669,2938,nagpur+bitter gourd,377
bitter gourd,nagpur,2015,September,2665,2948,nagpur+bitter gourd,504
bitter gourd,nagpur,2016,September,2683,3133,nagpur+bitter gourd,500
bitter gourd,nashik,2014,September,2196,4020,nashik+bitter gourd,1824
bitter gourd,nashik,2015,November,3429,4887,nashik+bitter gourd,2040
bitter gourd,nashik,2016,September,4258,6341,nashik+bitter gourd,2367
bitter gourd,osmanabad,2014,December,1500,3200,osmanabad+bitter gourd,1700
bitter gourd,osmanabad,2015,October,1917,3750,osmanabad+bitter gourd,2450
bitter gourd,osmanabad,2016,November,2500,5833,osmanabad+bitter gourd,3333
bitter gourd,palus,2015,December,1800,3375,palus+bitter gourd,1575
bitter gourd,palus,2016,September,4000,5167,palus+bitter gourd,1233
bitter gourd,pandharpur,2016,November,542,1842,pandharpur+bitter gourd,1300
bitter gourd,panvel,2014,September,3871,4357,panvel+bitter gourd,486
bitter gourd,panvel,2015,September,3920,4240,panvel+bitter gourd,500
bitter gourd,panvel,2016,September,5433,5833,panvel+bitter gourd,400
bitter gourd,patan,2014,September,2500,3214,patan+bitter gourd,857
bitter gourd,patan,2015,September,2700,3600,patan+bitter gourd,1000
bitter gourd,patan,2016,September,3567,4375,patan+bitter gourd,1000
bitter gourd,phaltan,2016,July,3450,4575,phaltan+bitter gourd,1125
bitter gourd,pune,2014,September,2384,3724,pune+bitter gourd,1340
bitter gourd,pune,2015,September,2816,4237,pune+bitter gourd,1421
bitter gourd,pune,2016,September,2958,4880,pune+bitter gourd,2492
bitter gourd,pune-manjri,2014,September,2854,4497,pune-manjri+bitter gourd,1841
bitter gourd,pune-manjri,2015,September,3344,5078,pune-manjri+bitter gourd,1921
bitter gourd,pune-manjri,2016,September,5100,6200,pune-manjri+bitter gourd,5800
bitter gourd,pune-moshi,2016,September,4262,6482,pune-moshi+bitter gourd,2220
bitter gourd,pune-pimpri,2014,September,3450,3683,pune-pimpri+bitter gourd,466
bitter gourd,pune-pimpri,2015,September,4500,4500,pune-pimpri+bitter gourd,883
bitter gourd,pune-pimpri,2016,September,5156,6000,pune-pimpri+bitter gourd,1000
bitter gourd,rahata,2014,September,2775,3038,rahata+bitter gourd,646
bitter gourd,rahata,2015,September,3000,3000,rahata+bitter gourd,1012
bitter gourd,rahata,2016,September,5500,5773,rahata+bitter gourd,1025
bitter gourd,rahuri,2015,December,2267,4300,rahuri+bitter gourd,2033
bitter gourd,rahuri,2016,November,3500,5500,rahuri+bitter gourd,2700
bitter gourd,ramtek,2015,September,3000,4000,ramtek+bitter gourd,1000
bitter gourd,ramtek,2016,September,2800,3667,ramtek+bitter gourd,875
bitter gourd,ratanagari,2014,September,2889,3719,ratanagari+bitter gourd,844
bitter gourd,ratanagari,2015,September,3286,3929,ratanagari+bitter gourd,833
bitter gourd,ratanagari,2016,September,4750,6375,ratanagari+bitter gourd,2000
bitter gourd,satara,2014,September,3020,3750,satara+bitter gourd,875
bitter gourd,satara,2015,September,3656,4344,satara+bitter gourd,688
bitter gourd,satara,2016,September,5375,6271,satara+bitter gourd,1084
bitter gourd,shahapur,2014,September,2892,3377,shahapur+bitter gourd,600
bitter gourd,shahapur,2015,September,4063,4725,shahapur+bitter gourd,662
bitter gourd,shahapur,2016,May,4350,4925,shahapur+bitter gourd,688
bitter gourd,shrirampur,2014,September,2614,3455,shrirampur+bitter gourd,841
bitter gourd,shrirampur,2015,September,3500,4000,shrirampur+bitter gourd,913
bitter gourd,shrirampur,2016,September,3353,3969,shrirampur+bitter gourd,1000
bitter gourd,solapur,2014,September,1536,3474,solapur+bitter gourd,2270
bitter gourd,solapur,2015,September,1892,4043,solapur+bitter gourd,2274
bitter gourd,solapur,2016,September,3440,6735,solapur+bitter gourd,3966
bitter gourd,vadgaon peth,2014,September,1781,2619,vadgaon peth+bitter gourd,985
bitter gourd,vadgaon peth,2015,September,1622,2765,vadgaon peth+bitter gourd,1294
bitter gourd,vadgaon peth,2016,September,2127,4115,vadgaon peth+bitter gourd,2846
black gram,aarni,2015,September,8165,8536,aarni+black gram,371
black gram,aarni,2016,September,6050,6850,aarni+black gram,1683
black gram,achalpur,2014,September,4467,4667,achalpur+black gram,200
black gram,achalpur,2015,September,8000,8500,achalpur+black gram,500
black gram,achalpur,2016,September,9956,9956,achalpur+black gram,1250
black gram,ahmednagar,2014,November,4740,4960,ahmednagar+black gram,220
black gram,ahmednagar,2015,September,9851,10160,ahmednagar+black gram,2500
black gram,ahmednagar,2016,September,8250,8367,ahmednagar+black gram,1822
black gram,ahmedpur,2014,October,5036,5376,ahmedpur+black gram,340
black gram,ahmedpur,2015,September,9328,10041,ahmedpur+black gram,713
black gram,ahmedpur,2016,September,6850,6901,ahmedpur+black gram,2316
black gram,akhadabalapur,2015,September,5333,6100,akhadabalapur+black gram,767
black gram,akhadabalapur,2016,September,6000,6500,akhadabalapur+black gram,500
black gram,akkolkot,2014,September,5200,6598,akkolkot+black gram,1744
black gram,akkolkot,2015,September,8755,11550,akkolkot+black gram,3550
black gram,akkolkot,2016,September,10600,10600,akkolkot+black gram,2149
black gram,akola,2014,October,5141,5583,akola+black gram,442
black gram,akola,2015,September,9695,11434,akola+black gram,1986
black gram,akola,2016,September,10025,12075,akola+black gram,2661
black gram,akot,2015,September,8915,11136,akot+black gram,2221
black gram,akot,2016,September,8719,11598,akot+black gram,3041
black gram,amalner,2014,October,4551,4830,amalner+black gram,521
black gram,amalner,2015,September,9500,9700,amalner+black gram,400
black gram,amalner,2016,September,10663,10663,amalner+black gram,1884
black gram,amarawati,2014,November,5056,5372,amarawati+black gram,316
black gram,amarawati,2015,September,9311,10891,amarawati+black gram,2247
black gram,amarawati,2016,September,8260,12210,amarawati+black gram,3950
black gram,ambad(vadi godri),2016,September,5500,7451,ambad(vadi godri)+black gram,1951
black gram,ambejogai,2014,September,5323,5392,ambejogai+black gram,244
black gram,ambejogai,2015,September,11289,11645,ambejogai+black gram,2262
black gram,ambejogai,2016,September,6925,6925,ambejogai+black gram,199
black gram,anajngaon surji,2014,October,4892,5192,anajngaon surji+black gram,350
black gram,anajngaon surji,2015,September,9050,10158,anajngaon surji+black gram,1108
black gram,anajngaon surji,2016,September,7000,7500,anajngaon surji+black gram,3645
black gram,ausa,2014,September,5226,6006,ausa+black gram,880
black gram,ausa,2015,September,8145,8610,ausa+black gram,1045
black gram,ausa,2016,September,6089,7151,ausa+black gram,3401
black gram,balapur,2015,September,9465,10800,balapur+black gram,2780
black gram,balapur,2016,September,9567,9567,balapur+black gram,3250
black gram,barshi,2014,September,4956,6276,barshi+black gram,1320
black gram,barshi,2015,September,8650,11505,barshi+black gram,2855
black gram,barshi,2016,September,9443,10072,barshi+black gram,3555
black gram,barshi-vairag,2014,September,4205,5192,barshi-vairag+black gram,1075
black gram,barshi-vairag,2015,September,11900,11900,barshi-vairag+black gram,742
black gram,barshi-vairag,2016,September,10333,10333,barshi-vairag+black gram,3452
black gram,basmat,2015,September,11131,11159,basmat+black gram,433
black gram,beed,2014,October,5140,5249,beed+black gram,328
black gram,beed,2015,September,8621,10951,beed+black gram,2330
black gram,beed,2016,September,9686,9686,beed+black gram,1515
black gram,bhokar,2014,September,5075,5075,bhokar+black gram,98
black gram,bhokar,2015,September,9234,10258,bhokar+black gram,1322
black gram,bhokar,2016,September,9000,9000,bhokar+black gram,946
black gram,bhokardan,2016,September,6000,6517,bhokardan+black gram,517
black gram,bhokardan-pimpalgaon renu,2016,September,5525,6119,bhokardan-pimpalgaon renu+black gram,699
black gram,bhusaval,2014,September,4950,4950,bhusaval+black gram,208
black gram,bhusaval,2015,September,10088,10250,bhusaval+black gram,300
black gram,bhusaval,2016,September,9100,9100,bhusaval+black gram,454
black gram,buldhana,2014,December,4500,5000,buldhana+black gram,500
black gram,buldhana,2015,September,7625,8575,buldhana+black gram,950
black gram,buldhana,2016,September,7150,7850,buldhana+black gram,1700
black gram,chakur,2016,September,6693,6910,chakur+black gram,217
black gram,chalisgaon,2014,September,3992,4892,chalisgaon+black gram,966
black gram,chalisgaon,2015,September,6935,8685,chalisgaon+black gram,1995
black gram,chalisgaon,2016,September,9000,10000,chalisgaon+black gram,2453
black gram,chandur bajar,2015,October,9050,11625,chandur bajar+black gram,2575
black gram,chandur bajar,2016,September,8000,11800,chandur bajar+black gram,3800
black gram,chandur rly.,2016,September,6279,6913,chandur rly.+black gram,1075
black gram,chikhali,2014,September,4841,5701,chikhali+black gram,860
black gram,chikhali,2015,November,6091,10887,chikhali+black gram,4796
black gram,chikhali,2016,September,7023,10460,chikhali+black gram,3482
black gram,chopda,2014,September,4791,5005,chopda+black gram,1029
black gram,chopda,2015,September,9150,10404,chopda+black gram,1399
black gram,chopda,2016,September,10420,10420,chopda+black gram,3533
black gram,daryapur,2014,September,4800,5513,daryapur+black gram,1336
black gram,daryapur,2015,September,7187,11600,daryapur+black gram,5550
black gram,daryapur,2016,September,8980,12826,daryapur+black gram,5479
black gram,deglur,2014,September,5219,5789,deglur+black gram,605
black gram,deglur,2015,September,9563,12305,deglur+black gram,2742
black gram,deglur,2016,September,9133,9700,deglur+black gram,4643
black gram,devala,2014,October,5262,5262,devala+black gram,139
black gram,devala,2015,September,10450,10450,devala+black gram,177
black gram,devala,2016,September,9905,9905,devala+black gram,626
black gram,devani,2016,November,5621,6944,devani+black gram,1323
black gram,dhamangaon-rly,2016,September,5613,6451,dhamangaon-rly+black gram,2352
black gram,dharangaon,2016,September,7600,7600,dharangaon+black gram,625
black gram,dharmabad,2016,May,7500,8740,dharmabad+black gram,1240
black gram,dhule,2014,September,5442,5893,dhule+black gram,451
black gram,dhule,2015,September,10653,10890,dhule+black gram,1626
black gram,dhule,2016,September,8652,9300,dhule+black gram,2020
black gram,digras,2015,September,10170,10431,digras+black gram,335
black gram,digras,2016,September,9505,9505,digras+black gram,757
black gram,dondaicha,2014,October,5260,5260,dondaicha+black gram,1110
black gram,dondaicha,2016,September,6886,7380,dondaicha+black gram,821
black gram,dondaicha-sindkheda,2016,September,7615,8200,dondaicha-sindkheda+black gram,585
black gram,dudhani,2014,September,4783,6662,dudhani+black gram,3021
black gram,dudhani,2015,September,10126,10462,dudhani+black gram,900
black gram,dudhani,2016,September,9000,9000,dudhani+black gram,2214
black gram,gangapur,2016,October,5000,6595,gangapur+black gram,1595
black gram,gevrai,2016,September,5804,6475,gevrai+black gram,1483
black gram,hanegaon,2016,September,6408,7482,hanegaon+black gram,3192
black gram,hingoli,2014,September,4834,4996,hingoli+black gram,865
black gram,hingoli,2015,September,9466,11203,hingoli+black gram,2353
black gram,hingoli,2016,September,8890,10850,hingoli+black gram,1960
black gram,hingoli-kanegaon naka,2016,October,6121,6977,hingoli-kanegaon naka+black gram,856
black gram,indapur,2015,September,8000,8250,indapur+black gram,250
black gram,indapur,2016,September,10000,11009,indapur+black gram,3900
black gram,indapur-bhigwan,2015,September,8750,10038,indapur-bhigwan+black gram,1288
black gram,indapur-bhigwan,2016,September,10138,11350,indapur-bhigwan+black gram,2874
black gram,jalgaon,2014,September,5122,5495,jalgaon+black gram,636
black gram,jalgaon,2015,September,10282,11709,jalgaon+black gram,1893
black gram,jalgaon,2016,September,9800,10497,jalgaon+black gram,3260
black gram,jalgaon jamod,2016,October,5300,5900,jalgaon jamod+black gram,600
black gram,jalgaon jamod-aasalgaon,2014,September,4617,5183,jalgaon jamod-aasalgaon+black gram,1000
black gram,jalgaon jamod-aasalgaon,2015,September,9400,10200,jalgaon jamod-aasalgaon+black gram,1000
black gram,jalgaon jamod-aasalgaon,2016,September,6140,6880,jalgaon jamod-aasalgaon+black gram,2112
